#Genus,Species,Strain,NCBI accession,From,To,BGC type,On contig edge,Most similar known cluster,Similarity in %,MIBiG BGC-ID,Results URL,Download URL
Streptococcus,pneumoniae,SMRU106,NZ_FCXY01000028.1,0,9272,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_FCXY01000028.1/0-9272,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900029465.1/NZ_FCXY01000028/1/0/9272
Streptococcus,pneumoniae,SMRU106,NZ_FHSV01000002.1,354005,362735,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_FHSV01000002.1/354005-362735,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900056415.1/NZ_FHSV01000002/1/354005/362735
Streptococcus,pneumoniae,SMRU106,NZ_FHSV01000002.1,413066,426095,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_FHSV01000002.1/413066-426095,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900056415.1/NZ_FHSV01000002/1/413066/426095
Streptococcus,pneumoniae,SMRU106,NZ_FHSV01000003.1,106705,117053,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_FHSV01000003.1/106705-117053,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900056415.1/NZ_FHSV01000003/1/106705/117053
Streptococcus,pneumoniae,SMRU106,NZ_FHSV01000005.1,17046,32594,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_FHSV01000005.1/17046-32594,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900056415.1/NZ_FHSV01000005/1/17046/32594
Streptococcus,pneumoniae,SMRU106,NZ_FHSV01000005.1,158270,180005,t3pks,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_FHSV01000005.1/158270-180005,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900056415.1/NZ_FHSV01000005/1/158270/180005
Streptococcus,pneumoniae,SMRU106,NZ_FHSV01000007.1,10899,20121,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_FHSV01000007.1/10899-20121,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900056415.1/NZ_FHSV01000007/1/10899/20121
Streptococcus,pneumoniae,SMRU106,NZ_FHSV01000007.1,44481,54778,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_FHSV01000007.1/44481-54778,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900056415.1/NZ_FHSV01000007/1/44481/54778
Streptococcus,pyogenes,NS53,NZ_LS483407.1,388259,411296,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_LS483407.1/388259-411296,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900475705.1/NZ_LS483407/1/388259/411296
Streptococcus,pyogenes,NS53,NZ_LS483407.1,551759,575143,bacteriocin - lap hybrid,FALSE,streptolysin S,100,BGC0000566,https://antismash-db.secondarymetabolites.org/go/NZ_LS483407.1/551759-575143,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900475705.1/NZ_LS483407/1/551759/575143
Streptococcus,salivarius,None,NZ_PKIA01000001.1,200250,241417,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_PKIA01000001.1/200250-241417,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002860785.1/NZ_PKIA01000001/1/200250/241417
Streptococcus,pyogenes,NS53,NZ_LS483407.1,671915,713091,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_LS483407.1/671915-713091,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900475705.1/NZ_LS483407/1/671915/713091
Streptococcus,pyogenes,NS53,NZ_LS483407.1,1554517,1577352,lanthipeptide,FALSE,salivaricin A,87,BGC0000548,https://antismash-db.secondarymetabolites.org/go/NZ_LS483407.1/1554517-1577352,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900475705.1/NZ_LS483407/1/1554517/1577352
Streptococcus,salivarius,None,NZ_PKIA01000004.1,27778,48736,lanthipeptide,FALSE,salivaricin A,87,BGC0000548,https://antismash-db.secondarymetabolites.org/go/NZ_PKIA01000004.1/27778-48736,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002860785.1/NZ_PKIA01000004/1/27778/48736
Streptococcus,salivarius,None,NZ_PKIA01000004.1,146316,169097,lanthipeptide,FALSE,suicin 65,100,BGC0001788,https://antismash-db.secondarymetabolites.org/go/NZ_PKIA01000004.1/146316-169097,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002860785.1/NZ_PKIA01000004/1/146316/169097
Streptococcus,salivarius,None,NZ_PKIA01000006.1,68619,80716,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_PKIA01000006.1/68619-80716,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002860785.1/NZ_PKIA01000006/1/68619/80716
Streptococcus,salivarius,None,NZ_PKHZ01000002.1,178005,219184,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_PKHZ01000002.1/178005-219184,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002860765.1/NZ_PKHZ01000002/1/178005/219184
Streptococcus,salivarius,None,NZ_PKIA01000007.1,28859,39093,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_PKIA01000007.1/28859-39093,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002860785.1/NZ_PKIA01000007/1/28859/39093
Streptococcus,salivarius,None,NZ_PKHZ01000005.1,120859,145077,lanthipeptide,FALSE,streptin,90,BGC0000556,https://antismash-db.secondarymetabolites.org/go/NZ_PKHZ01000005.1/120859-145077,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002860765.1/NZ_PKHZ01000005/1/120859/145077
Streptococcus,salivarius,None,NZ_CP018187.1,274824,285287,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CP018187.1/274824-285287,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009738225.1/NZ_CP018187/1/274824/285287
Streptococcus,salivarius,None,NZ_CP018187.1,577442,618609,t3pks,FALSE,coumermycin A1,6,BGC0000833,https://antismash-db.secondarymetabolites.org/go/NZ_CP018187.1/577442-618609,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009738225.1/NZ_CP018187/1/577442/618609
Streptococcus,salivarius,None,NZ_CP018187.1,1910106,1928941,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CP018187.1/1910106-1928941,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009738225.1/NZ_CP018187/1/1910106/1928941
Streptococcus,salivarius,None,NZ_WMYE01000001.1,203361,244528,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_WMYE01000001.1/203361-244528,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009717245.1/NZ_WMYE01000001/1/203361/244528
Streptococcus,salivarius,None,NZ_CP018188.1,49928,72437,lanthipeptide,FALSE,salivaricin A,87,BGC0000548,https://antismash-db.secondarymetabolites.org/go/NZ_CP018188.1/49928-72437,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009738225.1/NZ_CP018188/1/49928/72437
Streptococcus,salivarius,None,NZ_CP018188.1,126459,149240,lanthipeptide,FALSE,suicin 65,100,BGC0001788,https://antismash-db.secondarymetabolites.org/go/NZ_CP018188.1/126459-149240,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009738225.1/NZ_CP018188/1/126459/149240
Streptococcus,salivarius,None,NZ_WMYE01000003.1,118720,137513,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_WMYE01000003.1/118720-137513,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009717245.1/NZ_WMYE01000003/1/118720/137513
Streptococcus,salivarius,None,NZ_WMYE01000004.1,130027,142124,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_WMYE01000004.1/130027-142124,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009717245.1/NZ_WMYE01000004/1/130027/142124
Streptococcus,pyogenes,NS53,NZ_CAAHIZ010000001.1,242,6925,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CAAHIZ010000001.1/242-6925,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900983225.1/NZ_CAAHIZ010000001/1/242/6925
Streptococcus,pyogenes,NS53,NZ_CAAHIZ010000001.1,157778,181162,bacteriocin - lap hybrid,FALSE,streptolysin S,100,BGC0000566,https://antismash-db.secondarymetabolites.org/go/NZ_CAAHIZ010000001.1/157778-181162,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900983225.1/NZ_CAAHIZ010000001/1/157778/181162
Streptococcus,pyogenes,NS53,NZ_CAAHIZ010000001.1,277609,318785,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CAAHIZ010000001.1/277609-318785,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900983225.1/NZ_CAAHIZ010000001/1/277609/318785
Streptococcus,pyogenes,NS53,NZ_CAAHIZ010000004.1,115734,123369,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CAAHIZ010000004.1/115734-123369,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900983225.1/NZ_CAAHIZ010000004/1/115734/123369
Streptococcus,suis,HNAY30,NZ_CP025043.1,238114,255843,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CP025043.1/238114-255843,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002812525.1/NZ_CP025043/1/238114/255843
Streptococcus,pyogenes,NS53,NZ_CAAHIZ010000020.1,0,7571,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CAAHIZ010000020.1/0-7571,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900983225.1/NZ_CAAHIZ010000020/1/0/7571
Streptococcus,suis,HNAY30,NZ_CP025043.1,591899,633054,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CP025043.1/591899-633054,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002812525.1/NZ_CP025043/1/591899/633054
Streptococcus,parasanguinis,ATCC 903,NZ_GL732449.1,1255392,1296565,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_GL732449.1/1255392-1296565,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000187505.1/NZ_GL732449/1/1255392/1296565
Streptococcus,parasanguinis,ATCC 903,NZ_GL732449.1,1919105,1943078,lanthipeptide,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_GL732449.1/1919105-1943078,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000187505.1/NZ_GL732449/1/1919105/1943078
Streptococcus,thermophilus,None,NZ_LR822037.1,814169,850498,ras-ripp,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_LR822037.1/814169-850498,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_903891135.1/NZ_LR822037/1/814169/850498
Streptococcus,thermophilus,None,NZ_LR822037.1,1477952,1492569,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_LR822037.1/1477952-1492569,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_903891135.1/NZ_LR822037/1/1477952/1492569
Streptococcus,thermophilus,None,NZ_LR822037.1,1706362,1728522,lanthipeptide,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_LR822037.1/1706362-1728522,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_903891135.1/NZ_LR822037/1/1706362/1728522
Streptococcus,mutans,NG8,NZ_CP044493.1,147212,153547,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CP044493.1/147212-153547,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_008831325.1/NZ_CP044493/1/147212/153547
Streptococcus,mutans,NG8,NZ_CP044493.1,249178,277434,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CP044493.1/249178-277434,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_008831325.1/NZ_CP044493/1/249178/277434
Streptococcus,mutans,NG8,NZ_CP044493.1,378602,388198,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CP044493.1/378602-388198,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_008831325.1/NZ_CP044493/1/378602/388198
Streptococcus,mutans,NG8,NZ_CP044493.1,849272,890448,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CP044493.1/849272-890448,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_008831325.1/NZ_CP044493/1/849272/890448
Streptococcus,mutans,NG8,NZ_CP044493.1,1204737,1272474,t1nrps,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CP044493.1/1204737-1272474,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_008831325.1/NZ_CP044493/1/1204737/1272474
Streptococcus,mutans,NG8,NZ_CP044493.1,1400507,1422686,ras-ripp,FALSE,WGK,80,BGC0001929,https://antismash-db.secondarymetabolites.org/go/NZ_CP044493.1/1400507-1422686,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_008831325.1/NZ_CP044493/1/1400507/1422686
Streptococcus,mutans,NG8,NZ_CP044493.1,1735476,1754422,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CP044493.1/1735476-1754422,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_008831325.1/NZ_CP044493/1/1735476/1754422
Streptococcus,mutans,NG8,NZ_CP044493.1,1780827,1807860,lanthipeptide,FALSE,SmbA / SmbB,100,BGC0000552,https://antismash-db.secondarymetabolites.org/go/NZ_CP044493.1/1780827-1807860,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_008831325.1/NZ_CP044493/1/1780827/1807860
Streptococcus,pneumoniae,SMRU106,NZ_CMEZ01000004.1,103259,112014,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CMEZ01000004.1/103259-112014,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001095505.1/NZ_CMEZ01000004/1/103259/112014
Streptococcus,pneumoniae,SMRU106,NZ_CMEZ01000009.1,95843,111293,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CMEZ01000009.1/95843-111293,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001095505.1/NZ_CMEZ01000009/1/95843/111293
Streptococcus,pneumoniae,SMRU106,NZ_CMEZ01000011.1,21628,34920,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CMEZ01000011.1/21628-34920,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001095505.1/NZ_CMEZ01000011/1/21628/34920
Streptococcus,pneumoniae,SMRU106,NZ_CMEZ01000014.1,28829,50686,t3pks,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CMEZ01000014.1/28829-50686,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001095505.1/NZ_CMEZ01000014/1/28829/50686
Streptococcus,pneumoniae,SMRU106,NZ_CMEZ01000024.1,3357,13654,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CMEZ01000024.1/3357-13654,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001095505.1/NZ_CMEZ01000024/1/3357/13654
Streptococcus,Unclassified,HMSC072C09,NZ_KV811485.1,451244,461436,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_KV811485.1/451244-461436,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001813105.1/NZ_KV811485/1/451244/461436
Streptococcus,Unclassified,HMSC072C09,NZ_KV811501.1,337902,374192,t3pks,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_KV811501.1/337902-374192,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001813105.1/NZ_KV811501/1/337902/374192
Streptococcus,koreensis,KCOM 2890 (=JS71),NZ_CP032620.1,597534,609688,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CP032620.1/597534-609688,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003627135.1/NZ_CP032620/1/597534/609688
Streptococcus,koreensis,KCOM 2890 (=JS71),NZ_CP032620.1,851401,892580,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CP032620.1/851401-892580,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003627135.1/NZ_CP032620/1/851401/892580
Streptococcus,Unclassified,HMSC064H09,NZ_KV809556.1,120698,139555,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_KV809556.1/120698-139555,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001812625.1/NZ_KV809556/1/120698/139555
Streptococcus,Unclassified,HMSC064H09,NZ_KV809571.1,32427,44524,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_KV809571.1/32427-44524,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001812625.1/NZ_KV809571/1/32427/44524
Streptococcus,Unclassified,HMSC064H09,NZ_KV809582.1,40585,81752,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_KV809582.1/40585-81752,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001812625.1/NZ_KV809582/1/40585/81752
Streptococcus,pneumoniae,SMRU106,NZ_LS483450.1,35167,45367,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_LS483450.1/35167-45367,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900476475.1/NZ_LS483450/1/35167/45367
Streptococcus,pneumoniae,SMRU106,NZ_LS483450.1,100118,116966,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_LS483450.1/100118-116966,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900476475.1/NZ_LS483450/1/100118/116966
Streptococcus,pneumoniae,SMRU106,NZ_LS483450.1,491044,507148,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_LS483450.1/491044-507148,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900476475.1/NZ_LS483450/1/491044/507148
Streptococcus,pneumoniae,SMRU106,NZ_LS483450.1,1641797,1682970,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_LS483450.1/1641797-1682970,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900476475.1/NZ_LS483450/1/1641797/1682970
Streptococcus,pneumoniae,SMRU106,NZ_LS483450.1,1843461,1853758,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_LS483450.1/1843461-1853758,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900476475.1/NZ_LS483450/1/1843461/1853758
Streptococcus,salivarius,None,NZ_LXZU01000003.1,0,26830,t3pks,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_LXZU01000003.1/0-26830,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001657895.1/NZ_LXZU01000003/1/0/26830
Streptococcus,salivarius,None,NZ_LXZU01000003.1,561594,575937,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_LXZU01000003.1/561594-575937,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001657895.1/NZ_LXZU01000003/1/561594/575937
Streptococcus,salivarius,None,NZ_LXZU01000003.1,2081280,2089521,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_LXZU01000003.1/2081280-2089521,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001657895.1/NZ_LXZU01000003/1/2081280/2089521
Streptococcus,salivarius,None,NZ_WMYH01000015.1,0,8389,bacteriocin,TRUE,asukamycin,3,BGC0000187,https://antismash-db.secondarymetabolites.org/go/NZ_WMYH01000015.1/0-8389,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009717305.1/NZ_WMYH01000015/1/0/8389
Streptococcus,salivarius,None,NZ_WMYH01000017.1,0,40167,t3pks,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_WMYH01000017.1/0-40167,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009717305.1/NZ_WMYH01000017/1/0/40167
Streptococcus,salivarius,None,NZ_WMYH01000019.1,0,27129,hgle-ks,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_WMYH01000019.1/0-27129,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009717305.1/NZ_WMYH01000019/1/0/27129
Streptococcus,salivarius,None,NZ_WMYH01000006.1,24717,32987,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_WMYH01000006.1/24717-32987,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009717305.1/NZ_WMYH01000006/1/24717/32987
Streptococcus,salivarius,None,NZ_WMYH01000006.1,106716,116948,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_WMYH01000006.1/106716-116948,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009717305.1/NZ_WMYH01000006/1/106716/116948
Streptococcus,salivarius,None,NZ_WMYH01000007.1,91625,108621,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_WMYH01000007.1/91625-108621,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009717305.1/NZ_WMYH01000007/1/91625/108621
Streptococcus,pneumoniae,SMRU106,NZ_FEBQ01000001.1,225246,235531,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_FEBQ01000001.1/225246-235531,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900042815.1/NZ_FEBQ01000001/1/225246/235531
Streptococcus,pneumoniae,SMRU106,NZ_FEBQ01000008.1,43883,85080,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_FEBQ01000008.1/43883-85080,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900042815.1/NZ_FEBQ01000008/1/43883/85080
Streptococcus,pneumoniae,SMRU106,NZ_FEBQ01000015.1,0,11251,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_FEBQ01000015.1/0-11251,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900042815.1/NZ_FEBQ01000015/1/0/11251
Streptococcus,pneumoniae,SMRU106,NZ_FEBQ01000021.1,0,24597,bacteriocin - ras-ripp hybrid,TRUE,thermophilin 1277,20,BGC0000561,https://antismash-db.secondarymetabolites.org/go/NZ_FEBQ01000021.1/0-24597,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900042815.1/NZ_FEBQ01000021/1/0/24597
Streptococcus,pneumoniae,SMRU106,NZ_CKTE01000001.1,358098,399295,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CKTE01000001.1/358098-399295,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001137385.1/NZ_CKTE01000001/1/358098/399295
Streptococcus,pneumoniae,SMRU106,NZ_CKTE01000001.1,631707,640465,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CKTE01000001.1/631707-640465,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001137385.1/NZ_CKTE01000001/1/631707/640465
Streptococcus,pneumoniae,SMRU106,NZ_CKTE01000002.1,14252,27864,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CKTE01000002.1/14252-27864,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001137385.1/NZ_CKTE01000002/1/14252/27864
Streptococcus,pneumoniae,SMRU106,NZ_CKTE01000007.1,78008,88305,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CKTE01000007.1/78008-88305,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001137385.1/NZ_CKTE01000007/1/78008/88305
Streptococcus,pneumoniae,SMRU106,NZ_CKTE01000011.1,27202,42652,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CKTE01000011.1/27202-42652,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001137385.1/NZ_CKTE01000011/1/27202/42652
Streptococcus,pneumoniae,SMRU106,NZ_CKTE01000016.1,0,5765,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CKTE01000016.1/0-5765,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001137385.1/NZ_CKTE01000016/1/0/5765
Streptococcus,pneumoniae,SMRU106,NZ_NANR01000013.1,8541,18841,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_NANR01000013.1/8541-18841,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002081035.1/NZ_NANR01000013/1/8541/18841
Streptococcus,pneumoniae,SMRU106,NZ_NANR01000014.1,37303,46531,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_NANR01000014.1/37303-46531,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002081035.1/NZ_NANR01000014/1/37303/46531
Streptococcus,pneumoniae,SMRU106,NZ_NANR01000002.1,92149,133322,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_NANR01000002.1/92149-133322,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002081035.1/NZ_NANR01000002/1/92149/133322
Streptococcus,pneumoniae,SMRU106,NZ_NANR01000032.1,0,8732,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_NANR01000032.1/0-8732,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002081035.1/NZ_NANR01000032/1/0/8732
Streptococcus,pneumoniae,SMRU106,NZ_NANR01000033.1,0,11148,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_NANR01000033.1/0-11148,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002081035.1/NZ_NANR01000033/1/0/11148
